"","...1","Trapnest","Date","Day_of_year","Year","Site","Subsite","Treatment","Good_days","New_nests_meg","New_nests_sum","Available_cavities_prior","Meg_ps_prior","Meg_no_ps_prior","Sum_unsealed_meg","DP_meg_prior","NDP_meg_prior","NDP_ps_meg_prior"
"237",237,"trapnest_12",2023-06-05,156,"year_2023","BP","D","High",1,0,0,7,0,0,NA,0,0,0
"238",238,"trapnest_12",2023-05-31,151,"year_2023","BP","D","High",2,0,0,7,0,0,NA,0,0,0
"239",239,"trapnest_12",2023-05-11,131,"year_2023","BP","D","High",3,0,0,7,0,0,NA,0,0,0
"240",240,"trapnest_12",2023-05-12,132,"year_2023","BP","D","High",1,0,0,7,0,0,NA,0,0,0
"241",241,"trapnest_12",2023-05-15,135,"year_2023","BP","D","High",3,0,1,7,0,0,NA,0,0,0
"242",242,"trapnest_12",2023-05-16,136,"year_2023","BP","D","High",1,0,0,6,0,0,NA,0,0,0
"243",243,"trapnest_12",2023-05-17,137,"year_2023","BP","D","High",1,0,0,6,0,0,NA,0,0,0
"244",244,"trapnest_12",2023-05-19,139,"year_2023","BP","D","High",2,0,0,6,0,0,NA,0,0,0
"245",245,"trapnest_12",2023-05-21,141,"year_2023","BP","D","High",1,0,0,7,0,0,NA,0,0,0
"246",246,"trapnest_12",2023-05-22,142,"year_2023","BP","D","High",1,0,0,7,0,0,NA,0,0,0
"247",247,"trapnest_12",2023-05-23,143,"year_2023","BP","D","High",1,0,0,7,0,0,NA,0,0,0
"248",248,"trapnest_12",2023-05-26,146,"year_2023","BP","D","High",2,0,0,7,0,0,NA,0,0,0
"249",249,"trapnest_12",2023-05-28,148,"year_2023","BP","D","High",2,0,0,7,0,0,NA,0,0,0
"250",250,"trapnest_12",2023-05-29,149,"year_2023","BP","D","High",1,0,2,7,0,0,NA,0,0,0
"251",251,"trapnest_12",2023-06-08,159,"year_2023","BP","D","High",2,0,1,7,0,0,NA,0,0,0
"252",252,"trapnest_12",2023-06-10,161,"year_2023","BP","D","High",0,0,0,7,0,0,NA,0,0,0
"253",253,"trapnest_12",2023-06-12,163,"year_2023","BP","D","High",1,0,0,7,0,0,NA,0,0,0
"254",254,"trapnest_12",2023-06-14,165,"year_2023","BP","D","High",0,0,1,7,0,0,NA,0,0,0
"255",255,"trapnest_12",2023-06-16,167,"year_2023","BP","D","High",1,0,0,6,0,0,NA,0,0,0
"256",256,"trapnest_12",2023-06-20,171,"year_2023","BP","D","High",3,0,2,7,0,0,NA,0,0,0
"257",257,"trapnest_12",2023-06-23,174,"year_2023","BP","D","High",3,0,0,6,0,0,NA,0,0,0
"258",258,"trapnest_12",2023-06-29,180,"year_2023","BP","D","High",1,0,1,6,0,0,NA,0,0,0
"259",259,"trapnest_13",2023-05-11,131,"year_2023","BP","E","Low",3,0,0,18,0,0,NA,0,0,0
"260",260,"trapnest_13",2023-05-12,132,"year_2023","BP","E","Low",1,0,0,18,0,0,NA,0,0,0
"261",261,"trapnest_13",2023-05-15,135,"year_2023","BP","E","Low",3,0,0,18,0,0,NA,0,0,0
"262",262,"trapnest_13",2023-05-16,136,"year_2023","BP","E","Low",1,0,0,18,0,0,NA,0,0,0
"263",263,"trapnest_13",2023-05-17,137,"year_2023","BP","E","Low",1,0,0,18,0,0,NA,0,0,0
"264",264,"trapnest_13",2023-05-19,139,"year_2023","BP","E","Low",2,0,0,18,0,0,NA,0,0,0
"265",265,"trapnest_13",2023-05-21,141,"year_2023","BP","E","Low",1,0,0,18,0,0,NA,0,0,0
"266",266,"trapnest_13",2023-05-22,142,"year_2023","BP","E","Low",1,0,0,18,0,0,NA,0,0,0
"267",267,"trapnest_13",2023-05-23,143,"year_2023","BP","E","Low",1,0,1,18,0,0,NA,0,0,0
"268",268,"trapnest_13",2023-05-26,146,"year_2023","BP","E","Low",2,0,0,17,0,0,NA,0,0,0
"269",269,"trapnest_13",2023-05-28,148,"year_2023","BP","E","Low",2,0,0,17,0,0,NA,0,0,0
"270",270,"trapnest_13",2023-05-29,149,"year_2023","BP","E","Low",1,0,3,17,0,0,NA,0,0,0
"271",271,"trapnest_13",2023-05-31,151,"year_2023","BP","E","Low",2,0,1,15,0,0,NA,0,0,0
"272",272,"trapnest_13",2023-06-02,153,"year_2023","BP","E","Low",2,0,2,15,0,0,NA,0,0,0
"273",273,"trapnest_13",2023-06-05,156,"year_2023","BP","E","Low",1,0,2,14,0,0,NA,0,0,0
"274",274,"trapnest_13",2023-06-09,160,"year_2023","BP","E","Low",0,0,0,17,0,0,NA,0,0,0
"275",275,"trapnest_13",2023-06-10,161,"year_2023","BP","E","Low",0,0,0,17,0,0,NA,0,0,0
"276",276,"trapnest_13",2023-06-12,163,"year_2023","BP","E","Low",1,0,0,17,0,0,NA,0,0,0
"277",277,"trapnest_13",2023-06-14,165,"year_2023","BP","E","Low",0,0,3,17,0,0,NA,0,0,0
"278",278,"trapnest_13",2023-06-16,167,"year_2023","BP","E","Low",1,0,1,17,0,0,NA,0,0,0
"279",279,"trapnest_13",2023-06-20,171,"year_2023","BP","E","Low",3,0,0,16,0,0,NA,0,0,0
"280",280,"trapnest_13",2023-06-23,174,"year_2023","BP","E","Low",3,2,2,17,0.5,0.5,2,0,0,0
"281",281,"trapnest_13",2023-06-29,180,"year_2023","BP","E","Low",1,1,1,14,2,2,3,0,0,0
"282",282,"trapnest_14",2023-05-11,131,"year_2023","BP","E","Mid",3,0,0,12,0,0,NA,0,0,0
"283",283,"trapnest_14",2023-05-12,132,"year_2023","BP","E","Mid",1,0,0,12,0,0,NA,0,0,0
"284",284,"trapnest_14",2023-05-15,135,"year_2023","BP","E","Mid",3,0,0,12,0,0,NA,0,0,0
"285",285,"trapnest_14",2023-05-16,136,"year_2023","BP","E","Mid",1,0,0,12,0,0,NA,0,0,0
"286",286,"trapnest_14",2023-05-17,137,"year_2023","BP","E","Mid",1,0,0,12,0,0,NA,0,0,0
"287",287,"trapnest_14",2023-05-19,139,"year_2023","BP","E","Mid",2,0,0,12,0,0,NA,0,0,0
"288",288,"trapnest_14",2023-05-21,141,"year_2023","BP","E","Mid",1,0,0,12,0,0,NA,0,0,0
"289",289,"trapnest_14",2023-05-22,142,"year_2023","BP","E","Mid",1,0,0,12,0,0,NA,0,0,0
"290",290,"trapnest_14",2023-05-23,143,"year_2023","BP","E","Mid",1,0,0,12,0,0,NA,0,0,0
"291",291,"trapnest_14",2023-05-26,146,"year_2023","BP","E","Mid",2,0,0,12,0,0,NA,0,0,0
"292",292,"trapnest_14",2023-05-28,148,"year_2023","BP","E","Mid",2,0,0,12,0,0,NA,0,0,0
"293",293,"trapnest_14",2023-05-29,149,"year_2023","BP","E","Mid",1,0,1,13,0,0,NA,0,0,0
"294",294,"trapnest_14",2023-05-31,151,"year_2023","BP","E","Mid",2,0,3,12,0,0,NA,0,0,0
"295",295,"trapnest_14",2023-06-02,153,"year_2023","BP","E","Mid",2,0,1,12,0,0,NA,0,0,0
"296",296,"trapnest_14",2023-06-05,156,"year_2023","BP","E","Mid",1,0,1,12,0,0,NA,0,0,0
"297",297,"trapnest_14",2023-06-09,160,"year_2023","BP","E","Mid",0,0,0,12,0,0,NA,0,0,0
"298",298,"trapnest_14",2023-06-10,161,"year_2023","BP","E","Mid",0,0,0,12,0,0,NA,0,0,0
"299",299,"trapnest_14",2023-06-12,163,"year_2023","BP","E","Mid",1,0,0,12,0,0,NA,0,0,0
"300",300,"trapnest_14",2023-06-14,165,"year_2023","BP","E","Mid",0,0,0,12,0,0,NA,0,0,0
"301",301,"trapnest_14",2023-06-16,167,"year_2023","BP","E","Mid",1,0,0,12,0,0,NA,0,0,0
"302",302,"trapnest_14",2023-06-20,171,"year_2023","BP","E","Mid",3,0,0,12,0,0,NA,0,0,0
"303",303,"trapnest_14",2023-06-23,174,"year_2023","BP","E","Mid",3,0,0,12,0,0,NA,0,0,0
"304",304,"trapnest_14",2023-06-29,180,"year_2023","BP","E","Mid",1,0,0,12,0,0,NA,0,0,0
"305",305,"trapnest_15",2023-05-23,143,"year_2023","BP","E","High",1,0,0,7,0,0,NA,0,0,0
"306",306,"trapnest_15",2023-05-26,146,"year_2023","BP","E","High",2,0,0,7,0,0,NA,0,0,0
"307",307,"trapnest_15",2023-05-28,148,"year_2023","BP","E","High",2,0,0,7,0,0,NA,0,0,0
"308",308,"trapnest_15",2023-05-29,149,"year_2023","BP","E","High",1,0,0,7,0,0,NA,0,0,0
"309",309,"trapnest_15",2023-05-31,151,"year_2023","BP","E","High",2,0,0,7,0,0,NA,0,0,0
"310",310,"trapnest_15",2023-06-02,153,"year_2023","BP","E","High",2,0,0,7,0,0,NA,0,0,0
"311",311,"trapnest_15",2023-06-05,156,"year_2023","BP","E","High",1,0,0,7,0,0,NA,0,0,0
"312",312,"trapnest_15",2023-06-09,160,"year_2023","BP","E","High",0,0,0,7,0,0,NA,0,0,0
"313",313,"trapnest_15",2023-06-10,161,"year_2023","BP","E","High",0,0,0,7,0,0,NA,0,0,0
"314",314,"trapnest_15",2023-06-12,163,"year_2023","BP","E","High",1,0,0,7,0,0,NA,0,0,0
"315",315,"trapnest_15",2023-06-14,165,"year_2023","BP","E","High",0,0,0,7,0,0,NA,0,0,0
"316",316,"trapnest_15",2023-06-16,167,"year_2023","BP","E","High",1,0,0,7,0,0,NA,0,0,0
"317",317,"trapnest_15",2023-06-20,171,"year_2023","BP","E","High",3,0,0,7,0,0,NA,0,0,0
"318",318,"trapnest_15",2023-06-23,174,"year_2023","BP","E","High",3,1,1,8,0,0,1,0,0,0
"319",319,"trapnest_15",2023-06-29,180,"year_2023","BP","E","High",1,0,0,6,1,1,1,0,0,0
"320",320,"trapnest_15",2023-05-11,131,"year_2023","BP","E","High",3,0,0,7,0,0,NA,0,0,0
"321",321,"trapnest_15",2023-05-12,132,"year_2023","BP","E","High",1,0,0,7,0,0,NA,0,0,0
"322",322,"trapnest_15",2023-05-15,135,"year_2023","BP","E","High",3,0,1,7,0,0,NA,0,0,0
"323",323,"trapnest_15",2023-05-16,136,"year_2023","BP","E","High",1,0,0,6,0,0,NA,0,0,0
"324",324,"trapnest_15",2023-05-17,137,"year_2023","BP","E","High",1,0,1,6,0,0,NA,0,0,0
"325",325,"trapnest_15",2023-05-19,139,"year_2023","BP","E","High",2,0,0,6,0,0,NA,0,0,0
"326",326,"trapnest_15",2023-05-21,141,"year_2023","BP","E","High",1,0,0,7,0,0,NA,0,0,0
"327",327,"trapnest_15",2023-05-22,142,"year_2023","BP","E","High",1,0,2,7,0,0,NA,0,0,0
"328",328,"trapnest_16",2023-05-11,131,"year_2023","BP","F","Low",3,0,1,18,0,0,NA,0,0,0
"329",329,"trapnest_16",2023-05-12,132,"year_2023","BP","F","Low",1,0,1,17,0,0,NA,0,0,0
"330",330,"trapnest_16",2023-05-15,135,"year_2023","BP","F","Low",3,0,1,17,0,0,NA,0,0,0
"331",331,"trapnest_16",2023-05-16,136,"year_2023","BP","F","Low",1,0,0,16,0,0,NA,0,0,0
"332",332,"trapnest_16",2023-05-17,137,"year_2023","BP","F","Low",1,0,0,16,0,0,NA,0,0,0
"333",333,"trapnest_16",2023-05-19,139,"year_2023","BP","F","Low",2,0,0,16,0,0,NA,0,0,0
"334",334,"trapnest_16",2023-05-21,141,"year_2023","BP","F","Low",1,0,0,16,0,0,NA,0,0,0
"335",335,"trapnest_16",2023-05-22,142,"year_2023","BP","F","Low",1,0,0,16,0,0,NA,0,0,0
"336",336,"trapnest_16",2023-05-23,143,"year_2023","BP","F","Low",1,0,1,17,0,0,NA,0,0,0
"337",337,"trapnest_16",2023-05-26,146,"year_2023","BP","F","Low",2,0,1,16,0,0,NA,0,0,0
"338",338,"trapnest_16",2023-05-28,148,"year_2023","BP","F","Low",2,0,0,16,0,0,NA,0,0,0
"339",339,"trapnest_16",2023-05-29,149,"year_2023","BP","F","Low",1,0,4,16,0,0,NA,0,0,0
"340",340,"trapnest_16",2023-05-31,151,"year_2023","BP","F","Low",2,0,2,14,0,0,NA,0,0,0
"341",341,"trapnest_16",2023-06-02,153,"year_2023","BP","F","Low",2,0,1,15,0,0,NA,0,0,0
"342",342,"trapnest_16",2023-06-05,156,"year_2023","BP","F","Low",1,0,0,16,0,0,NA,0,0,0
"343",343,"trapnest_16",2023-06-09,160,"year_2023","BP","F","Low",0,0,0,18,0,0,NA,0,0,0
"344",344,"trapnest_16",2023-06-10,161,"year_2023","BP","F","Low",0,0,0,18,0,0,NA,0,0,0
"345",345,"trapnest_16",2023-06-12,163,"year_2023","BP","F","Low",1,0,0,18,0,0,NA,0,0,0
"346",346,"trapnest_16",2023-06-14,165,"year_2023","BP","F","Low",0,0,0,18,0,0,NA,0,0,0
"347",347,"trapnest_16",2023-06-16,167,"year_2023","BP","F","Low",1,0,0,18,0,0,NA,0,0,0
"348",348,"trapnest_16",2023-06-20,171,"year_2023","BP","F","Low",3,0,0,18,0,0,NA,0,0,0
"349",349,"trapnest_16",2023-06-23,174,"year_2023","BP","F","Low",3,0,0,18,0,0,NA,0,0,0
"350",350,"trapnest_16",2023-06-29,180,"year_2023","BP","F","Low",1,0,0,17,0,0,NA,0,0,0
"351",351,"trapnest_17",2023-06-05,156,"year_2023","BP","F","Mid",1,0,2,12,0,0,NA,0,0,0
"352",352,"trapnest_17",2023-06-09,160,"year_2023","BP","F","Mid",0,0,0,11,0,0,NA,0,0,0
"353",353,"trapnest_17",2023-06-10,161,"year_2023","BP","F","Mid",0,0,0,11,0,0,NA,0,0,0
"354",354,"trapnest_17",2023-06-12,163,"year_2023","BP","F","Mid",1,0,0,11,0,0,NA,0,0,0
"355",355,"trapnest_17",2023-06-14,165,"year_2023","BP","F","Mid",0,1,1,11,0,0,1,0,0,0
"356",356,"trapnest_17",2023-06-16,167,"year_2023","BP","F","Mid",1,0,0,10,1,1,1,0,0,0
"357",357,"trapnest_17",2023-06-20,171,"year_2023","BP","F","Mid",3,1,1,11,1,1,2,0,0,0
"358",358,"trapnest_17",2023-06-23,174,"year_2023","BP","F","Mid",3,2,3,10,2.5,2.5,4,0,0,0
"359",359,"trapnest_17",2023-06-29,180,"year_2023","BP","F","Mid",1,0,0,9,4,4,4,0,0,0
"360",360,"trapnest_17",2023-05-31,151,"year_2023","BP","F","Mid",2,0,0,12,0,0,NA,0,0,0
"361",361,"trapnest_17",2023-06-02,153,"year_2023","BP","F","Mid",2,0,3,12,0,0,NA,0,0,0
"362",362,"trapnest_17",2023-05-11,131,"year_2023","BP","F","Mid",3,0,0,12,0,0,NA,0,0,0
"363",363,"trapnest_17",2023-05-12,132,"year_2023","BP","F","Mid",1,0,0,12,0,0,NA,0,0,0
"364",364,"trapnest_17",2023-05-15,135,"year_2023","BP","F","Mid",3,0,0,12,0,0,NA,0,0,0
"365",365,"trapnest_17",2023-05-16,136,"year_2023","BP","F","Mid",1,0,0,12,0,0,NA,0,0,0
"366",366,"trapnest_17",2023-05-17,137,"year_2023","BP","F","Mid",1,0,0,12,0,0,NA,0,0,0
"367",367,"trapnest_17",2023-05-19,139,"year_2023","BP","F","Mid",2,0,0,12,0,0,NA,0,0,0
"368",368,"trapnest_17",2023-05-21,141,"year_2023","BP","F","Mid",1,0,0,12,0,0,NA,0,0,0
"369",369,"trapnest_17",2023-05-22,142,"year_2023","BP","F","Mid",1,0,0,12,0,0,NA,0,0,0
"370",370,"trapnest_17",2023-05-23,143,"year_2023","BP","F","Mid",1,0,0,12,0,0,NA,0,0,0
"371",371,"trapnest_17",2023-05-26,146,"year_2023","BP","F","Mid",2,0,1,12,0,0,NA,0,0,0
"372",372,"trapnest_17",2023-05-28,148,"year_2023","BP","F","Mid",2,0,0,11,0,0,NA,0,0,0
"373",373,"trapnest_17",2023-05-29,149,"year_2023","BP","F","Mid",1,0,2,11,0,0,NA,0,0,0
"374",374,"trapnest_18",2023-05-11,131,"year_2023","BP","F","High",3,0,0,7,0,0,NA,0,0,0
"375",375,"trapnest_18",2023-05-12,132,"year_2023","BP","F","High",1,0,0,7,0,0,NA,0,0,0
"376",376,"trapnest_18",2023-05-15,135,"year_2023","BP","F","High",3,0,0,7,0,0,NA,0,0,0
"377",377,"trapnest_18",2023-05-16,136,"year_2023","BP","F","High",1,0,0,7,0,0,NA,0,0,0
"378",378,"trapnest_18",2023-05-17,137,"year_2023","BP","F","High",1,0,0,7,0,0,NA,0,0,0
"379",379,"trapnest_18",2023-05-19,139,"year_2023","BP","F","High",2,0,0,7,0,0,NA,0,0,0
"380",380,"trapnest_18",2023-05-21,141,"year_2023","BP","F","High",1,0,0,7,0,0,NA,0,0,0
"381",381,"trapnest_18",2023-05-22,142,"year_2023","BP","F","High",1,0,0,7,0,0,NA,0,0,0
"382",382,"trapnest_18",2023-05-23,143,"year_2023","BP","F","High",1,0,0,7,0,0,NA,0,0,0
"383",383,"trapnest_18",2023-05-26,146,"year_2023","BP","F","High",2,0,0,7,0,0,NA,0,0,0
"384",384,"trapnest_18",2023-05-28,148,"year_2023","BP","F","High",2,0,0,7,0,0,NA,0,0,0
"385",385,"trapnest_18",2023-05-29,149,"year_2023","BP","F","High",1,0,4,7,0,0,NA,0,0,0
"386",386,"trapnest_18",2023-05-31,151,"year_2023","BP","F","High",2,0,1,4,0,0,NA,0,0,0
"387",387,"trapnest_18",2023-06-02,153,"year_2023","BP","F","High",2,0,0,3,0,0,NA,0,0,0
"388",388,"trapnest_18",2023-06-05,156,"year_2023","BP","F","High",1,0,1,5,0,0,NA,0,0,0
"389",389,"trapnest_18",2023-06-09,160,"year_2023","BP","F","High",0,0,0,5,0,0,NA,0,0,0
"390",390,"trapnest_18",2023-06-10,161,"year_2023","BP","F","High",0,0,0,5,0,0,NA,0,0,0
"391",391,"trapnest_18",2023-06-12,163,"year_2023","BP","F","High",1,0,0,5,0,0,NA,0,0,0
"392",392,"trapnest_18",2023-06-14,165,"year_2023","BP","F","High",0,0,0,5,0,0,NA,0,0,0
"393",393,"trapnest_18",2023-06-16,167,"year_2023","BP","F","High",1,0,0,5,0,0,NA,0,0,0
"394",394,"trapnest_18",2023-06-20,171,"year_2023","BP","F","High",3,0,0,5,0,0,NA,0,0,0
"395",395,"trapnest_18",2023-06-23,174,"year_2023","BP","F","High",3,0,0,4,0,0,NA,0,0,0
"396",396,"trapnest_18",2023-06-29,180,"year_2023","BP","F","High",1,0,0,2,0,0,NA,0,0,0
"397",426,"trapnest_1",2023-05-11,131,"year_2023","BP","A","Low",3,0,0,18,0,0,NA,0,0,0
"398",427,"trapnest_1",2023-05-12,132,"year_2023","BP","A","Low",1,0,0,18,0,0,NA,0,0,0
"399",428,"trapnest_1",2023-05-15,135,"year_2023","BP","A","Low",3,0,0,18,0,0,NA,0,0,0
"400",429,"trapnest_1",2023-05-16,136,"year_2023","BP","A","Low",1,0,0,18,0,0,NA,0,0,0
"401",430,"trapnest_1",2023-05-17,137,"year_2023","BP","A","Low",1,0,0,18,0,0,NA,0,0,0
"402",431,"trapnest_1",2023-05-19,139,"year_2023","BP","A","Low",2,0,0,18,0,0,NA,0,0,0
"403",432,"trapnest_1",2023-05-21,141,"year_2023","BP","A","Low",1,0,0,18,0,0,NA,0,0,0
"404",433,"trapnest_1",2023-05-22,142,"year_2023","BP","A","Low",1,0,0,18,0,0,NA,0,0,0
"405",434,"trapnest_1",2023-05-23,143,"year_2023","BP","A","Low",1,0,0,18,0,0,NA,0,0,0
"406",435,"trapnest_1",2023-05-26,146,"year_2023","BP","A","Low",2,0,0,18,0,0,NA,0,0,0
"407",436,"trapnest_1",2023-05-28,148,"year_2023","BP","A","Low",2,0,0,18,0,0,NA,0,0,0
"408",437,"trapnest_1",2023-05-29,149,"year_2023","BP","A","Low",1,0,1,18,0,0,NA,0,0,0
"409",438,"trapnest_1",2023-05-31,151,"year_2023","BP","A","Low",2,0,0,17,0,0,NA,0,0,0
"410",439,"trapnest_1",2023-06-02,153,"year_2023","BP","A","Low",2,0,0,17,0,0,NA,0,0,0
"411",440,"trapnest_1",2023-06-05,156,"year_2023","BP","A","Low",1,0,1,18,0,0,NA,0,0,0
"412",441,"trapnest_1",2023-06-08,159,"year_2023","BP","A","Low",2,0,0,17,0,0,NA,0,0,0
"413",442,"trapnest_1",2023-06-10,161,"year_2023","BP","A","Low",0,0,0,17,0,0,NA,0,0,0
"414",443,"trapnest_1",2023-06-12,163,"year_2023","BP","A","Low",1,0,0,17,0,0,NA,0,0,0
"415",444,"trapnest_1",2023-06-14,165,"year_2023","BP","A","Low",0,0,0,17,0,0,NA,0,0,0
"416",445,"trapnest_1",2023-06-16,167,"year_2023","BP","A","Low",1,0,0,18,0,0,NA,0,0,0
"417",446,"trapnest_1",2023-06-20,171,"year_2023","BP","A","Low",3,0,0,18,0,0,NA,0,0,0
"418",447,"trapnest_1",2023-06-23,174,"year_2023","BP","A","Low",3,0,0,18,0,0,NA,0,0,0
"419",448,"trapnest_1",2023-06-29,180,"year_2023","BP","A","Low",1,0,0,18,0,0,NA,0,0,0
"420",739,"trapnest_2",2023-05-11,131,"year_2023","BP","A","Mid",3,0,2,12,0,0,NA,0,0,0
"421",740,"trapnest_2",2023-05-12,132,"year_2023","BP","A","Mid",1,0,0,10,0,0,NA,0,0,0
"422",741,"trapnest_2",2023-05-15,135,"year_2023","BP","A","Mid",3,0,0,11,0,0,NA,0,0,0
"423",742,"trapnest_2",2023-05-16,136,"year_2023","BP","A","Mid",1,0,0,12,0,0,NA,0,0,0
"424",743,"trapnest_2",2023-05-17,137,"year_2023","BP","A","Mid",1,0,0,12,0,0,NA,0,0,0
"425",744,"trapnest_2",2023-05-19,139,"year_2023","BP","A","Mid",2,0,0,12,0,0,NA,0,0,0
"426",745,"trapnest_2",2023-05-21,141,"year_2023","BP","A","Mid",1,0,0,12,0,0,NA,0,0,0
"427",746,"trapnest_2",2023-05-22,142,"year_2023","BP","A","Mid",1,0,0,12,0,0,NA,0,0,0
"428",747,"trapnest_2",2023-05-23,143,"year_2023","BP","A","Mid",1,0,0,12,0,0,NA,0,0,0
"429",748,"trapnest_2",2023-05-26,146,"year_2023","BP","A","Mid",2,0,0,12,0,0,NA,0,0,0
"430",749,"trapnest_2",2023-05-28,148,"year_2023","BP","A","Mid",2,0,0,12,0,0,NA,0,0,0
"431",750,"trapnest_2",2023-05-29,149,"year_2023","BP","A","Mid",1,0,2,12,0,0,NA,0,0,0
"432",751,"trapnest_2",2023-05-31,151,"year_2023","BP","A","Mid",2,0,3,12,0,0,NA,0,0,0
"433",752,"trapnest_2",2023-06-02,153,"year_2023","BP","A","Mid",2,0,2,11,0,0,NA,0,0,0
"434",753,"trapnest_2",2023-06-05,156,"year_2023","BP","A","Mid",1,0,0,12,0,0,NA,0,0,0
"435",754,"trapnest_2",2023-06-08,159,"year_2023","BP","A","Mid",2,0,0,10,0,0,NA,0,0,0
"436",755,"trapnest_2",2023-06-10,161,"year_2023","BP","A","Mid",0,0,0,10,0,0,NA,0,0,0
"437",756,"trapnest_2",2023-06-12,163,"year_2023","BP","A","Mid",1,0,0,10,0,0,NA,0,0,0
"438",757,"trapnest_2",2023-06-14,165,"year_2023","BP","A","Mid",0,0,1,10,0,0,NA,0,0,0
"439",758,"trapnest_2",2023-06-16,167,"year_2023","BP","A","Mid",1,0,0,9,0,0,NA,0,0,0
"440",759,"trapnest_2",2023-06-20,171,"year_2023","BP","A","Mid",3,0,0,12,0,0,NA,0,0,0
"441",760,"trapnest_2",2023-06-23,174,"year_2023","BP","A","Mid",3,0,0,12,0,0,NA,0,0,0
"442",761,"trapnest_2",2023-06-29,180,"year_2023","BP","A","Mid",1,0,0,7,0,0,NA,0,0,0
"443",965,"trapnest_37",2023-07-03,184,"year_2023","BP","M","Low",1,0,0,18,0,0,NA,0,0,0
"444",966,"trapnest_37",2023-07-04,185,"year_2023","BP","M","Low",1,0,0,18,0,0,NA,0,0,0
"445",967,"trapnest_37",2023-07-07,188,"year_2023","BP","M","Low",3,0,0,18,0,0,NA,0,0,0
"446",968,"trapnest_37",2023-07-10,191,"year_2023","BP","M","Low",1,0,0,17,0,0,NA,0,0,0
"447",969,"trapnest_37",2023-07-12,193,"year_2023","BP","M","Low",1,0,0,18,0,0,NA,0,0,0
"448",970,"trapnest_37",2023-07-14,195,"year_2023","BP","M","Low",1,0,0,18,0,0,NA,0,0,0
"449",971,"trapnest_37",2023-07-17,198,"year_2023","BP","M","Low",2,0,0,18,0,0,NA,0,0,0
"450",972,"trapnest_37",2023-07-20,201,"year_2023","BP","M","Low",2,0,0,18,0,0,NA,0,0,0
"451",973,"trapnest_37",2023-07-24,205,"year_2023","BP","M","Low",2,0,0,18,0,0,NA,0,0,0
"452",974,"trapnest_37",2023-07-26,207,"year_2023","BP","M","Low",1,0,0,17,0,0,NA,0,0,0
"453",975,"trapnest_37",2023-07-28,209,"year_2023","BP","M","Low",0,0,0,17,0,0,NA,0,0,0
"454",976,"trapnest_37",2023-07-29,210,"year_2023","BP","M","Low",0,0,0,17,0,0,NA,0,0,0
"455",977,"trapnest_37",2023-08-01,213,"year_2023","BP","M","Low",2,0,0,15,0,0,NA,0,0,0
"456",978,"trapnest_37",2023-08-04,216,"year_2023","BP","M","Low",2,0,0,17,0,0,NA,0,0,0
"457",979,"trapnest_37",2023-08-09,221,"year_2023","BP","M","Low",4,0,0,17,0,0,NA,0,0,0
"458",980,"trapnest_38",2023-07-03,184,"year_2023","BP","M","Mid",1,0,0,12,6,0,NA,0,0,6
"459",981,"trapnest_38",2023-07-04,185,"year_2023","BP","M","Mid",1,0,0,11,6,0,NA,0,0,6
"460",982,"trapnest_38",2023-07-07,188,"year_2023","BP","M","Mid",3,0,0,11,6,0,NA,0,0,6
"461",983,"trapnest_38",2023-07-10,191,"year_2023","BP","M","Mid",1,0,0,12,6,0,NA,0,0,6
"462",984,"trapnest_38",2023-07-12,193,"year_2023","BP","M","Mid",1,0,0,12,6,0,NA,0,0,6
"463",985,"trapnest_38",2023-07-14,195,"year_2023","BP","M","Mid",1,0,0,12,6,0,NA,0,0,6
"464",986,"trapnest_38",2023-07-17,198,"year_2023","BP","M","Mid",2,0,0,12,6,0,NA,0,0,6
"465",987,"trapnest_38",2023-07-20,201,"year_2023","BP","M","Mid",2,0,0,12,6,0,NA,0,0,6
"466",988,"trapnest_38",2023-07-24,205,"year_2023","BP","M","Mid",2,0,0,12,6,0,NA,0,0,6
"467",989,"trapnest_38",2023-07-26,207,"year_2023","BP","M","Mid",1,0,0,12,6,0,NA,0,0,6
"468",990,"trapnest_38",2023-07-28,209,"year_2023","BP","M","Mid",0,0,0,12,6,0,NA,0,0,6
"469",991,"trapnest_38",2023-07-29,210,"year_2023","BP","M","Mid",0,0,0,12,6,0,NA,0,0,6
"470",992,"trapnest_38",2023-08-01,213,"year_2023","BP","M","Mid",2,0,0,12,6,0,NA,0,0,6
"471",993,"trapnest_38",2023-08-04,216,"year_2023","BP","M","Mid",2,0,0,12,6,0,NA,0,0,6
"472",994,"trapnest_38",2023-08-09,221,"year_2023","BP","M","Mid",4,0,0,12,6,0,NA,0,0,6
"473",995,"trapnest_39",2023-07-03,184,"year_2023","BP","M","High",1,0,0,7,11,0,NA,0,0,11
"474",996,"trapnest_39",2023-07-04,185,"year_2023","BP","M","High",1,0,0,6,11,0,NA,0,0,11
"475",997,"trapnest_39",2023-07-07,188,"year_2023","BP","M","High",3,0,0,6,11,0,NA,0,0,11
"476",998,"trapnest_39",2023-07-10,191,"year_2023","BP","M","High",1,0,0,6,11,0,NA,0,0,11
"477",999,"trapnest_39",2023-07-12,193,"year_2023","BP","M","High",1,0,0,6,11,0,NA,0,0,11
"478",1000,"trapnest_39",2023-07-14,195,"year_2023","BP","M","High",1,0,0,6,11,0,NA,0,0,11
"479",1001,"trapnest_39",2023-07-17,198,"year_2023","BP","M","High",2,0,0,6,11,0,NA,0,0,11
