"","Site","Subsite","Treatment","Trapnest","Cavity_number","Straw_ID","Date","Nest_ID","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior"
"1896","BP","E","Low","trapnest_13",2,"b",2023-06-05,"13_2b","13_2","no change","osmia",1,NA,13.5,2,0,2,4.5,4.5,0,0
"1897","BP","E","Low","trapnest_13",2,"c",2023-06-09,"13_2c","13_2","empty","none",0,0,17,0,0,0,1,1,0,0
"1898","BP","E","Low","trapnest_13",2,"c",2023-06-10,"13_2c","13_2","empty","none",0,0,17,0,0,0,1,1,0,0
"1899","BP","E","Low","trapnest_13",2,"c",2023-06-12,"13_2c","13_2","empty","none",1,0,17,0,0,0,1,1,0,0
"1900","BP","E","Low","trapnest_13",2,"c",2023-06-14,"13_2c","13_2","empty","none",0,0,16,3,0,3,2,2,0,0
"1901","BP","E","Low","trapnest_13",2,"c",2023-06-16,"13_2c","13_2","empty","none",1,0,17,1,0,1,1,1,0,0
"1902","BP","E","Low","trapnest_13",2,"c",2023-06-20,"13_2c","13_2","empty","none",3,0,16,0,0,0,2,2,0,0
"1903","BP","E","Low","trapnest_13",2,"c",2023-06-23,"13_2c","13_2","empty","none",3,0,16.5,0,2,2,1,1,0.5,0.5
"1904","BP","E","Low","trapnest_13",2,"c",2023-06-29,"13_2c","13_2","empty","none",1,0,14,0,1,1,1,1,2,2
"1905","BP","E","Low","trapnest_13",3,"a",2023-05-11,"13_3a","13_3","empty","none",3,0,18,0,0,0,0,0,0,0
"1906","BP","E","Low","trapnest_13",3,"a",2023-05-12,"13_3a","13_3","empty","none",1,0,18,0,0,0,0,0,0,0
"1907","BP","E","Low","trapnest_13",3,"a",2023-05-15,"13_3a","13_3","empty","none",3,0,18,0,0,0,0,0,0,0
"1908","BP","E","Low","trapnest_13",3,"a",2023-05-16,"13_3a","13_3","empty","none",1,0,18,0,0,0,0,0,0,0
"1909","BP","E","Low","trapnest_13",3,"a",2023-05-17,"13_3a","13_3","empty","none",1,0,18,0,0,0,0,0,0,0
"1910","BP","E","Low","trapnest_13",3,"a",2023-05-19,"13_3a","13_3","empty","none",2,0,18,0,0,0,0,0,0,0
"1911","BP","E","Low","trapnest_13",3,"a",2023-05-21,"13_3a","13_3","empty","none",1,0,18,0,0,0,0,0,0,0
"1912","BP","E","Low","trapnest_13",3,"a",2023-05-22,"13_3a","13_3","empty","none",1,0,18,0,0,0,0,0,0,0
"1913","BP","E","Low","trapnest_13",3,"a",2023-05-23,"13_3a","13_3","empty","none",1,0,18,1,0,1,0,0,0,0
"1914","BP","E","Low","trapnest_13",3,"a",2023-05-26,"13_3a","13_3","empty","none",2,0,17,0,0,0,1,1,0,0
"1915","BP","E","Low","trapnest_13",3,"a",2023-05-28,"13_3a","13_3","empty","none",2,0,17,0,0,0,1,1,0,0
"1916","BP","E","Low","trapnest_13",3,"a",2023-05-29,"13_3a","13_3","empty","none",1,0,16,3,0,3,2,2,0,0
"1917","BP","E","Low","trapnest_13",3,"a",2023-05-31,"13_3a","13_3","empty","none",2,0,16.5,4,0,4,1.5,1.5,0,0
"1918","BP","E","Low","trapnest_13",3,"a",2023-06-02,"13_3a","13_3","empty","none",2,0,14.5,2,0,2,3.5,3.5,0,0
"1919","BP","E","Low","trapnest_13",3,"a",2023-06-05,"13_3a","13_3","empty","none",1,0,13.5,2,0,2,4.5,4.5,0,0
"1920","BP","E","Low","trapnest_13",3,"a",2023-06-09,"13_3a","13_3","empty","none",0,0,17,0,0,0,1,1,0,0
"1921","BP","E","Low","trapnest_13",3,"a",2023-06-10,"13_3a","13_3","empty","none",0,0,17,0,0,0,1,1,0,0
"1922","BP","E","Low","trapnest_13",3,"a",2023-06-12,"13_3a","13_3","empty","none",1,0,17,0,0,0,1,1,0,0
"1923","BP","E","Low","trapnest_13",3,"a",2023-06-14,"13_3a","13_3","empty","none",0,0,16,3,0,3,2,2,0,0
"1924","BP","E","Low","trapnest_13",3,"a",2023-06-16,"13_3a","13_3","empty","none",1,0,17,1,0,1,1,1,0,0
"1925","BP","E","Low","trapnest_13",3,"a",2023-06-20,"13_3a","13_3","empty","none",3,0,16,0,0,0,2,2,0,0
"1926","BP","E","Low","trapnest_13",3,"a",2023-06-23,"13_3a","13_3","empty","none",3,0,16.5,0,2,2,1,1,0.5,0.5
"1927","BP","E","Low","trapnest_13",3,"a",2023-06-29,"13_3a","13_3","empty","none",1,0,14,0,1,1,1,1,2,2
"1928","BP","E","Low","trapnest_13",4,"a",2023-05-11,"13_4a","13_4","empty","none",3,0,18,0,0,0,0,0,0,0
"1929","BP","E","Low","trapnest_13",4,"a",2023-05-12,"13_4a","13_4","empty","none",1,0,18,0,0,0,0,0,0,0
"1930","BP","E","Low","trapnest_13",4,"a",2023-05-15,"13_4a","13_4","empty","none",3,0,18,0,0,0,0,0,0,0
"1931","BP","E","Low","trapnest_13",4,"a",2023-05-16,"13_4a","13_4","empty","none",1,0,18,0,0,0,0,0,0,0
"1932","BP","E","Low","trapnest_13",4,"a",2023-05-17,"13_4a","13_4","empty","none",1,0,18,0,0,0,0,0,0,0
"1933","BP","E","Low","trapnest_13",4,"a",2023-05-19,"13_4a","13_4","empty","none",2,0,18,0,0,0,0,0,0,0
"1934","BP","E","Low","trapnest_13",4,"a",2023-05-21,"13_4a","13_4","empty","none",1,0,18,0,0,0,0,0,0,0
"1935","BP","E","Low","trapnest_13",4,"a",2023-05-22,"13_4a","13_4","empty","none",1,0,18,0,0,0,0,0,0,0
"1936","BP","E","Low","trapnest_13",4,"a",2023-05-23,"13_4a","13_4","empty","none",1,0,18,1,0,1,0,0,0,0
"1937","BP","E","Low","trapnest_13",4,"a",2023-05-26,"13_4a","13_4","empty","none",2,0,17,0,0,0,1,1,0,0
"1938","BP","E","Low","trapnest_13",4,"a",2023-05-28,"13_4a","13_4","empty","none",2,0,17,0,0,0,1,1,0,0
"1939","BP","E","Low","trapnest_13",4,"a",2023-05-29,"13_4a","13_4","6 cells","osmia",1,1,16,3,0,3,2,2,0,0
"1940","BP","E","Low","trapnest_13",4,"a",2023-05-31,"13_4a","13_4","2 cells + end cap","osmia",2,NA,16.5,4,0,4,1.5,1.5,0,0
"1941","BP","E","Low","trapnest_13",4,"b",2023-06-02,"13_4b","13_4","4 cells","osmia",2,1,14.5,2,0,2,3.5,3.5,0,0
"1942","BP","E","Low","trapnest_13",4,"b",2023-06-05,"13_4b","13_4","no change","osmia",1,NA,13.5,2,0,2,4.5,4.5,0,0
"1943","BP","E","Low","trapnest_13",4,"c",2023-06-09,"13_4c","13_4","empty","none",0,0,17,0,0,0,1,1,0,0
"1944","BP","E","Low","trapnest_13",4,"c",2023-06-10,"13_4c","13_4","empty","none",0,0,17,0,0,0,1,1,0,0
"1945","BP","E","Low","trapnest_13",4,"c",2023-06-12,"13_4c","13_4","empty","none",1,0,17,0,0,0,1,1,0,0
"1946","BP","E","Low","trapnest_13",4,"c",2023-06-14,"13_4c","13_4","empty","none",0,0,16,3,0,3,2,2,0,0
"1947","BP","E","Low","trapnest_13",4,"c",2023-06-16,"13_4c","13_4","empty","none",1,0,17,1,0,1,1,1,0,0
"1948","BP","E","Low","trapnest_13",4,"c",2023-06-20,"13_4c","13_4","empty","none",3,0,16,0,0,0,2,2,0,0
"1949","BP","E","Low","trapnest_13",4,"c",2023-06-23,"13_4c","13_4","empty","none",3,0,16.5,0,2,2,1,1,0.5,0.5
"1950","BP","E","Low","trapnest_13",4,"c",2023-06-29,"13_4c","13_4","empty","none",1,0,14,0,1,1,1,1,2,2
"1951","BP","E","Low","trapnest_13",5,"a",2023-05-11,"13_5a","13_5","empty","none",3,0,18,0,0,0,0,0,0,0
"1952","BP","E","Low","trapnest_13",5,"a",2023-05-12,"13_5a","13_5","empty","none",1,0,18,0,0,0,0,0,0,0
"1953","BP","E","Low","trapnest_13",5,"a",2023-05-15,"13_5a","13_5","empty","none",3,0,18,0,0,0,0,0,0,0
"1954","BP","E","Low","trapnest_13",5,"a",2023-05-16,"13_5a","13_5","empty","none",1,0,18,0,0,0,0,0,0,0
"1955","BP","E","Low","trapnest_13",5,"a",2023-05-17,"13_5a","13_5","empty","none",1,0,18,0,0,0,0,0,0,0
"1956","BP","E","Low","trapnest_13",5,"a",2023-05-19,"13_5a","13_5","empty","none",2,0,18,0,0,0,0,0,0,0
"1957","BP","E","Low","trapnest_13",5,"a",2023-05-21,"13_5a","13_5","empty","none",1,0,18,0,0,0,0,0,0,0
"1958","BP","E","Low","trapnest_13",5,"a",2023-05-22,"13_5a","13_5","empty","none",1,0,18,0,0,0,0,0,0,0
"1959","BP","E","Low","trapnest_13",5,"a",2023-05-23,"13_5a","13_5","empty","none",1,0,18,1,0,1,0,0,0,0
"1960","BP","E","Low","trapnest_13",5,"a",2023-05-26,"13_5a","13_5","empty","none",2,0,17,0,0,0,1,1,0,0
"1961","BP","E","Low","trapnest_13",5,"a",2023-05-28,"13_5a","13_5","empty","none",2,0,17,0,0,0,1,1,0,0
"1962","BP","E","Low","trapnest_13",5,"a",2023-05-29,"13_5a","13_5","empty","none",1,0,16,3,0,3,2,2,0,0
"1963","BP","E","Low","trapnest_13",5,"a",2023-05-31,"13_5a","13_5","empty","none",2,0,16.5,4,0,4,1.5,1.5,0,0
"1964","BP","E","Low","trapnest_13",5,"a",2023-06-02,"13_5a","13_5","empty","none",2,0,14.5,2,0,2,3.5,3.5,0,0
"1965","BP","E","Low","trapnest_13",5,"a",2023-06-05,"13_5a","13_5","empty","none",1,0,13.5,2,0,2,4.5,4.5,0,0
"1966","BP","E","Low","trapnest_13",5,"a",2023-06-09,"13_5a","13_5","empty","none",0,0,17,0,0,0,1,1,0,0
"1967","BP","E","Low","trapnest_13",5,"a",2023-06-10,"13_5a","13_5","empty","none",0,0,17,0,0,0,1,1,0,0
"1968","BP","E","Low","trapnest_13",5,"a",2023-06-12,"13_5a","13_5","empty","none",1,0,17,0,0,0,1,1,0,0
"1969","BP","E","Low","trapnest_13",5,"a",2023-06-14,"13_5a","13_5","empty","none",0,0,16,3,0,3,2,2,0,0
"1970","BP","E","Low","trapnest_13",5,"a",2023-06-16,"13_5a","13_5","1 cell + end cap","osmia",1,1,17,1,0,1,1,1,0,0
"1971","BP","E","Low","trapnest_13",5,"a",2023-06-20,"13_5a","13_5","no change","osmia",3,NA,16,0,0,0,2,2,0,0
"1972","BP","E","Low","trapnest_13",5,"b",2023-06-23,"13_5b","13_5","empty","none",3,0,16.5,0,2,2,1,1,0.5,0.5
"1973","BP","E","Low","trapnest_13",5,"b",2023-06-29,"13_5b","13_5","empty","none",1,0,14,0,1,1,1,1,2,2
"1974","BP","E","Low","trapnest_13",6,"a",2023-05-11,"13_6a","13_6","empty","none",3,0,18,0,0,0,0,0,0,0
"1975","BP","E","Low","trapnest_13",6,"a",2023-05-12,"13_6a","13_6","empty","none",1,0,18,0,0,0,0,0,0,0
"1976","BP","E","Low","trapnest_13",6,"a",2023-05-15,"13_6a","13_6","empty","none",3,0,18,0,0,0,0,0,0,0
"1977","BP","E","Low","trapnest_13",6,"a",2023-05-16,"13_6a","13_6","empty","none",1,0,18,0,0,0,0,0,0,0
"1978","BP","E","Low","trapnest_13",6,"a",2023-05-17,"13_6a","13_6","empty","none",1,0,18,0,0,0,0,0,0,0
"1979","BP","E","Low","trapnest_13",6,"a",2023-05-19,"13_6a","13_6","empty","none",2,0,18,0,0,0,0,0,0,0
"1980","BP","E","Low","trapnest_13",6,"a",2023-05-21,"13_6a","13_6","empty","none",1,0,18,0,0,0,0,0,0,0
"1981","BP","E","Low","trapnest_13",6,"a",2023-05-22,"13_6a","13_6","empty","none",1,0,18,0,0,0,0,0,0,0
"1982","BP","E","Low","trapnest_13",6,"a",2023-05-23,"13_6a","13_6","empty","none",1,0,18,1,0,1,0,0,0,0
"1983","BP","E","Low","trapnest_13",6,"a",2023-05-26,"13_6a","13_6","empty","none",2,0,17,0,0,0,1,1,0,0
"1984","BP","E","Low","trapnest_13",6,"a",2023-05-28,"13_6a","13_6","empty","none",2,0,17,0,0,0,1,1,0,0
"1985","BP","E","Low","trapnest_13",6,"a",2023-05-29,"13_6a","13_6","empty","none",1,0,16,3,0,3,2,2,0,0
"1986","BP","E","Low","trapnest_13",6,"a",2023-05-31,"13_6a","13_6","empty","none",2,0,16.5,4,0,4,1.5,1.5,0,0
"1987","BP","E","Low","trapnest_13",6,"a",2023-06-02,"13_6a","13_6","empty","none",2,0,14.5,2,0,2,3.5,3.5,0,0
"1988","BP","E","Low","trapnest_13",6,"a",2023-06-05,"13_6a","13_6","empty","none",1,0,13.5,2,0,2,4.5,4.5,0,0
"1989","BP","E","Low","trapnest_13",6,"a",2023-06-09,"13_6a","13_6","empty","none",0,0,17,0,0,0,1,1,0,0
"1990","BP","E","Low","trapnest_13",6,"a",2023-06-10,"13_6a","13_6","empty","none",0,0,17,0,0,0,1,1,0,0
"1991","BP","E","Low","trapnest_13",6,"a",2023-06-12,"13_6a","13_6","empty","none",1,0,17,0,0,0,1,1,0,0
"1992","BP","E","Low","trapnest_13",6,"a",2023-06-14,"13_6a","13_6","empty","none",0,0,16,3,0,3,2,2,0,0
"1993","BP","E","Low","trapnest_13",6,"a",2023-06-16,"13_6a","13_6","empty","none",1,0,17,1,0,1,1,1,0,0
"1994","BP","E","Low","trapnest_13",6,"a",2023-06-20,"13_6a","13_6","empty","none",3,0,16,0,0,0,2,2,0,0
"1995","BP","E","Low","trapnest_13",7,"a",2023-05-11,"13_7a","13_7","empty","none",3,0,18,0,0,0,0,0,0,0
"1996","BP","E","Low","trapnest_13",7,"a",2023-05-12,"13_7a","13_7","empty","none",1,0,18,0,0,0,0,0,0,0
"1997","BP","E","Low","trapnest_13",7,"a",2023-05-15,"13_7a","13_7","empty","none",3,0,18,0,0,0,0,0,0,0
"1998","BP","E","Low","trapnest_13",7,"a",2023-05-16,"13_7a","13_7","empty","none",1,0,18,0,0,0,0,0,0,0
"1999","BP","E","Low","trapnest_13",7,"a",2023-05-17,"13_7a","13_7","empty","none",1,0,18,0,0,0,0,0,0,0
"2000","BP","E","Low","trapnest_13",7,"a",2023-05-19,"13_7a","13_7","empty","none",2,0,18,0,0,0,0,0,0,0
"2001","BP","E","Low","trapnest_13",7,"a",2023-05-21,"13_7a","13_7","empty","none",1,0,18,0,0,0,0,0,0,0
"2002","BP","E","Low","trapnest_13",7,"a",2023-05-22,"13_7a","13_7","empty","none",1,0,18,0,0,0,0,0,0,0
"2003","BP","E","Low","trapnest_13",7,"a",2023-05-23,"13_7a","13_7","empty","none",1,0,18,1,0,1,0,0,0,0
"2004","BP","E","Low","trapnest_13",7,"a",2023-05-26,"13_7a","13_7","empty","none",2,0,17,0,0,0,1,1,0,0
"2005","BP","E","Low","trapnest_13",7,"a",2023-05-28,"13_7a","13_7","empty","none",2,0,17,0,0,0,1,1,0,0
"2006","BP","E","Low","trapnest_13",7,"a",2023-05-29,"13_7a","13_7","9 cells","osmia",1,1,16,3,0,3,2,2,0,0
"2007","BP","E","Low","trapnest_13",7,"a",2023-05-31,"13_7a","13_7","7 cells","osmia",2,NA,16.5,4,0,4,1.5,1.5,0,0
"2008","BP","E","Low","trapnest_13",7,"a",2023-06-02,"13_7a","13_7","3 cells + end cap","osmia",2,NA,14.5,2,0,2,3.5,3.5,0,0
"2009","BP","E","Low","trapnest_13",7,"b",2023-06-05,"13_7b","13_7","4 cells + end cap","osmia",1,1,13.5,2,0,2,4.5,4.5,0,0
"2010","BP","E","Low","trapnest_13",7,"c",2023-06-09,"13_7c","13_7","empty","none",0,0,17,0,0,0,1,1,0,0
"2011","BP","E","Low","trapnest_13",7,"c",2023-06-10,"13_7c","13_7","empty","none",0,0,17,0,0,0,1,1,0,0
"2012","BP","E","Low","trapnest_13",7,"c",2023-06-12,"13_7c","13_7","empty","none",1,0,17,0,0,0,1,1,0,0
"2013","BP","E","Low","trapnest_13",7,"c",2023-06-14,"13_7c","13_7","empty","none",0,0,16,3,0,3,2,2,0,0
"2014","BP","E","Low","trapnest_13",7,"c",2023-06-16,"13_7c","13_7","empty","none",1,0,17,1,0,1,1,1,0,0
"2015","BP","E","Low","trapnest_13",7,"c",2023-06-20,"13_7c","13_7","empty","none",3,0,16,0,0,0,2,2,0,0
"2016","BP","E","Low","trapnest_13",7,"c",2023-06-23,"13_7c","13_7","empty","none",3,0,16.5,0,2,2,1,1,0.5,0.5
"2017","BP","E","Low","trapnest_13",7,"c",2023-06-29,"13_7c","13_7","empty","none",1,0,14,0,1,1,1,1,2,2
"2018","BP","E","Low","trapnest_13",8,"a",2023-05-11,"13_8a","13_8","empty","none",3,0,18,0,0,0,0,0,0,0
"2019","BP","E","Low","trapnest_13",8,"a",2023-05-12,"13_8a","13_8","empty","none",1,0,18,0,0,0,0,0,0,0
"2020","BP","E","Low","trapnest_13",8,"a",2023-05-15,"13_8a","13_8","empty","none",3,0,18,0,0,0,0,0,0,0
"2021","BP","E","Low","trapnest_13",8,"a",2023-05-16,"13_8a","13_8","empty","none",1,0,18,0,0,0,0,0,0,0
"2022","BP","E","Low","trapnest_13",8,"a",2023-05-17,"13_8a","13_8","empty","none",1,0,18,0,0,0,0,0,0,0
"2023","BP","E","Low","trapnest_13",8,"a",2023-05-19,"13_8a","13_8","empty","none",2,0,18,0,0,0,0,0,0,0
"2024","BP","E","Low","trapnest_13",8,"a",2023-05-21,"13_8a","13_8","empty","none",1,0,18,0,0,0,0,0,0,0
"2025","BP","E","Low","trapnest_13",8,"a",2023-05-22,"13_8a","13_8","empty","none",1,0,18,0,0,0,0,0,0,0
"2026","BP","E","Low","trapnest_13",8,"a",2023-05-23,"13_8a","13_8","empty","none",1,0,18,1,0,1,0,0,0,0
"2027","BP","E","Low","trapnest_13",8,"a",2023-05-26,"13_8a","13_8","empty","none",2,0,17,0,0,0,1,1,0,0
"2028","BP","E","Low","trapnest_13",8,"a",2023-05-28,"13_8a","13_8","empty","none",2,0,17,0,0,0,1,1,0,0
"2029","BP","E","Low","trapnest_13",8,"a",2023-05-29,"13_8a","13_8","empty","none",1,0,16,3,0,3,2,2,0,0
"2030","BP","E","Low","trapnest_13",8,"a",2023-05-31,"13_8a","13_8","empty","none",2,0,16.5,4,0,4,1.5,1.5,0,0
"2031","BP","E","Low","trapnest_13",8,"a",2023-06-02,"13_8a","13_8","3 cells","osmia",2,1,14.5,2,0,2,3.5,3.5,0,0
"2032","BP","E","Low","trapnest_13",8,"a",2023-06-05,"13_8a","13_8","1 cell + end cap","osmia",1,NA,13.5,2,0,2,4.5,4.5,0,0
"2033","BP","E","Low","trapnest_13",8,"b",2023-06-09,"13_8b","13_8","empty","none",0,0,17,0,0,0,1,1,0,0
"2034","BP","E","Low","trapnest_13",8,"b",2023-06-10,"13_8b","13_8","empty","none",0,0,17,0,0,0,1,1,0,0
"2035","BP","E","Low","trapnest_13",8,"b",2023-06-12,"13_8b","13_8","empty","none",1,0,17,0,0,0,1,1,0,0
"2036","BP","E","Low","trapnest_13",8,"b",2023-06-14,"13_8b","13_8","empty","none",0,0,16,3,0,3,2,2,0,0
"2037","BP","E","Low","trapnest_13",8,"b",2023-06-16,"13_8b","13_8","empty","none",1,0,17,1,0,1,1,1,0,0
"2038","BP","E","Low","trapnest_13",8,"b",2023-06-20,"13_8b","13_8","empty","none",3,0,16,0,0,0,2,2,0,0
"2039","BP","E","Low","trapnest_13",8,"b",2023-06-23,"13_8b","13_8","empty","none",3,0,16.5,0,2,2,1,1,0.5,0.5
"2040","BP","E","Low","trapnest_13",8,"b",2023-06-29,"13_8b","13_8","empty","none",1,0,14,0,1,1,1,1,2,2
"2041","BP","E","Low","trapnest_13",9,"a",2023-05-11,"13_9a","13_9","empty","none",3,0,18,0,0,0,0,0,0,0
"2042","BP","E","Low","trapnest_13",9,"a",2023-05-12,"13_9a","13_9","empty","none",1,0,18,0,0,0,0,0,0,0
"2043","BP","E","Low","trapnest_13",9,"a",2023-05-15,"13_9a","13_9","empty","none",3,0,18,0,0,0,0,0,0,0
"2044","BP","E","Low","trapnest_13",9,"a",2023-05-16,"13_9a","13_9","empty","none",1,0,18,0,0,0,0,0,0,0
"2045","BP","E","Low","trapnest_13",9,"a",2023-05-17,"13_9a","13_9","empty","none",1,0,18,0,0,0,0,0,0,0
"2046","BP","E","Low","trapnest_13",9,"a",2023-05-19,"13_9a","13_9","empty","none",2,0,18,0,0,0,0,0,0,0
"2047","BP","E","Low","trapnest_13",9,"a",2023-05-21,"13_9a","13_9","empty","none",1,0,18,0,0,0,0,0,0,0
"2048","BP","E","Low","trapnest_13",9,"a",2023-05-22,"13_9a","13_9","empty","none",1,0,18,0,0,0,0,0,0,0
"2049","BP","E","Low","trapnest_13",9,"a",2023-05-23,"13_9a","13_9","empty","none",1,0,18,1,0,1,0,0,0,0
"2050","BP","E","Low","trapnest_13",9,"a",2023-05-26,"13_9a","13_9","empty","none",2,0,17,0,0,0,1,1,0,0
"2051","BP","E","Low","trapnest_13",9,"a",2023-05-28,"13_9a","13_9","empty","none",2,0,17,0,0,0,1,1,0,0
"2052","BP","E","Low","trapnest_13",9,"a",2023-05-29,"13_9a","13_9","empty","none",1,0,16,3,0,3,2,2,0,0
"2053","BP","E","Low","trapnest_13",9,"a",2023-05-31,"13_9a","13_9","empty","none",2,0,16.5,4,0,4,1.5,1.5,0,0
"2054","BP","E","Low","trapnest_13",9,"a",2023-06-02,"13_9a","13_9","empty","none",2,0,14.5,2,0,2,3.5,3.5,0,0
"2055","BP","E","Low","trapnest_13",9,"a",2023-06-05,"13_9a","13_9","empty","none",1,0,13.5,2,0,2,4.5,4.5,0,0
"2056","BP","E","Low","trapnest_13",9,"a",2023-06-09,"13_9a","13_9","empty","none",0,0,17,0,0,0,1,1,0,0
"2057","BP","E","Low","trapnest_13",9,"a",2023-06-10,"13_9a","13_9","empty","none",0,0,17,0,0,0,1,1,0,0
"2058","BP","E","Low","trapnest_13",9,"a",2023-06-12,"13_9a","13_9","empty","none",1,0,17,0,0,0,1,1,0,0
"2059","BP","E","Low","trapnest_13",9,"a",2023-06-14,"13_9a","13_9","empty","none",0,0,16,3,0,3,2,2,0,0
"2060","BP","E","Low","trapnest_13",9,"a",2023-06-16,"13_9a","13_9","empty","none",1,0,17,1,0,1,1,1,0,0
"2061","BP","E","Low","trapnest_13",9,"a",2023-06-20,"13_9a","13_9","empty","none",3,0,16,0,0,0,2,2,0,0
"2062","BP","E","Low","trapnest_13",9,"a",2023-06-23,"13_9a","13_9","empty","none",3,0,16.5,0,2,2,1,1,0.5,0.5
"2063","BP","E","Mid","trapnest_14",10,"a",2023-05-11,"14_10a","14_10","empty","none",3,0,12,0,0,0,6,0,0,0
"2064","BP","E","Mid","trapnest_14",10,"a",2023-05-12,"14_10a","14_10","empty","none",1,0,12,0,0,0,6,0,0,0
"2065","BP","E","Mid","trapnest_14",10,"a",2023-05-15,"14_10a","14_10","empty","none",3,0,12,0,0,0,6,0,0,0
"2066","BP","E","Mid","trapnest_14",10,"a",2023-05-16,"14_10a","14_10","empty","none",1,0,12,0,0,0,6,0,0,0
"2067","BP","E","Mid","trapnest_14",10,"a",2023-05-17,"14_10a","14_10","empty","none",1,0,12,0,0,0,6,0,0,0
"2068","BP","E","Mid","trapnest_14",10,"a",2023-05-19,"14_10a","14_10","empty","none",2,0,12,0,0,0,6,0,0,0
"2069","BP","E","Mid","trapnest_14",10,"a",2023-05-21,"14_10a","14_10","empty","none",1,0,12,0,0,0,6,0,0,0
"2070","BP","E","Mid","trapnest_14",10,"a",2023-05-22,"14_10a","14_10","empty","none",1,0,12,0,0,0,6,0,0,0
"2071","BP","E","Mid","trapnest_14",10,"a",2023-05-23,"14_10a","14_10","empty","none",1,0,12,0,0,0,6,0,0,0
"2072","BP","E","Mid","trapnest_14",10,"a",2023-05-26,"14_10a","14_10","empty","none",2,0,12,0,0,0,6,0,0,0
"2073","BP","E","Mid","trapnest_14",10,"a",2023-05-28,"14_10a","14_10","empty","none",2,0,12,0,0,0,6,0,0,0
"2074","BP","E","Mid","trapnest_14",10,"a",2023-05-29,"14_10a","14_10","empty","none",1,0,13,1,0,1,5,0,0,0
"2075","BP","E","Mid","trapnest_14",10,"a",2023-05-31,"14_10a","14_10","3 cells","osmia",2,1,11.5,4,0,4,6.5,1.5,0,0
"2076","BP","E","Mid","trapnest_14",10,"a",2023-06-02,"14_10a","14_10","end cap","osmia",2,NA,12,1,0,1,6,3,0,0
"2077","BP","E","Mid","trapnest_14",10,"b",2023-06-05,"14_10b","14_10","6 cells + end cap","osmia",1,1,12,1,0,1,6,3,0,0
"2078","BP","E","Mid","trapnest_14",10,"b",2023-06-09,"14_10b","14_10","no change","osmia",0,NA,12,0,0,0,6,3,0,0
"2079","BP","E","Mid","trapnest_14",10,"b",2023-06-10,"14_10b","14_10","no change","osmia",0,NA,12,0,0,0,6,3,0,0
"2080","BP","E","Mid","trapnest_14",10,"b",2023-06-12,"14_10b","14_10","no change","osmia",1,NA,12,0,0,0,6,3,0,0
"2081","BP","E","Mid","trapnest_14",10,"b",2023-06-14,"14_10b","14_10","no change","osmia",0,NA,12,0,0,0,6,3,0,0
"2082","BP","E","Mid","trapnest_14",10,"b",2023-06-16,"14_10b","14_10","no change","osmia",1,NA,12,0,0,0,6,3,0,0
"2083","BP","E","Mid","trapnest_14",10,"b",2023-06-20,"14_10b","14_10","no change","osmia",3,NA,12,0,0,0,6,2,0,0
"2084","BP","E","Mid","trapnest_14",10,"b",2023-06-23,"14_10b","14_10","no change","osmia",3,NA,12,0,0,0,6,2,0,0
"2085","BP","E","Mid","trapnest_14",10,"b",2023-06-29,"14_10b","14_10","no change","osmia",1,NA,12,0,0,0,6,2,0,0
"2086","BP","E","Mid","trapnest_14",11,"a",2023-05-11,"14_11a","14_11","empty","none",3,0,12,0,0,0,6,0,0,0
"2087","BP","E","Mid","trapnest_14",11,"a",2023-05-12,"14_11a","14_11","empty","none",1,0,12,0,0,0,6,0,0,0
"2088","BP","E","Mid","trapnest_14",11,"a",2023-05-15,"14_11a","14_11","empty","none",3,0,12,0,0,0,6,0,0,0
"2089","BP","E","Mid","trapnest_14",11,"a",2023-05-16,"14_11a","14_11","empty","none",1,0,12,0,0,0,6,0,0,0
"2090","BP","E","Mid","trapnest_14",11,"a",2023-05-17,"14_11a","14_11","empty","none",1,0,12,0,0,0,6,0,0,0
"2091","BP","E","Mid","trapnest_14",11,"a",2023-05-19,"14_11a","14_11","empty","none",2,0,12,0,0,0,6,0,0,0
"2092","BP","E","Mid","trapnest_14",11,"a",2023-05-21,"14_11a","14_11","empty","none",1,0,12,0,0,0,6,0,0,0
"2093","BP","E","Mid","trapnest_14",11,"a",2023-05-22,"14_11a","14_11","empty","none",1,0,12,0,0,0,6,0,0,0
"2094","BP","E","Mid","trapnest_14",11,"a",2023-05-23,"14_11a","14_11","empty","none",1,0,12,0,0,0,6,0,0,0
"2095","BP","E","Mid","trapnest_14",11,"a",2023-05-26,"14_11a","14_11","empty","none",2,0,12,0,0,0,6,0,0,0
"2096","BP","E","Mid","trapnest_14",11,"a",2023-05-28,"14_11a","14_11","empty","none",2,0,12,0,0,0,6,0,0,0
"2097","BP","E","Mid","trapnest_14",11,"a",2023-05-29,"14_11a","14_11","empty","none",1,0,13,1,0,1,5,0,0,0
"2098","BP","E","Mid","trapnest_14",11,"a",2023-05-31,"14_11a","14_11","empty","none",2,0,11.5,4,0,4,6.5,1.5,0,0
"2099","BP","E","Mid","trapnest_14",11,"a",2023-06-02,"14_11a","14_11","empty","none",2,0,12,1,0,1,6,3,0,0
